"","t","POL","IMP","n","damn","gnipc","gni","income"
"294",3,"bau","coacch","srb",0.00020747226184114,8436.70405909382,0.000620229502139511,"middle"
"295",3,"bau","coacch","stp",6.42432210659669e-06,2283.95251504164,5.4798024636005e-06,"low-middle"
"296",3,"bau","coacch","sur",2.05352754364978e-05,4439.73990677196,2.82225126420561e-05,"middle"
"297",3,"bau","coacch","svk",0.000237134196163264,20249.0141673098,0.00118480153220678,"high"
"298",3,"bau","coacch","svn",0.000109728904429444,28237.9872320448,0.000639093455852059,"high"
"299",3,"bau","coacch","swe",0.000692454332526397,58887.596266906,0.00658842448571256,"high"
"300",3,"bau","coacch","swz",7.06343245983803e-05,3677.5716850398,4.63116364930929e-05,"low-middle"
"301",3,"bau","coacch","tcd",0.000176801200480721,653.944637405602,0.000118816636561149,"low"
"302",3,"bau","coacch","tgo",0.000145214652970317,979.439847421761,8.91965860131964e-05,"low"
"303",3,"bau","coacch","tha",0.00692562093471214,7255.93934843219,0.00545194238035691,"middle"
"304",3,"bau","coacch","tjk",7.31659488651319e-05,1151.27851360729,0.000120568252334642,"low-middle"
"305",3,"bau","coacch","tls",1.50377644927894e-05,1939.91291505034,2.80030775940129e-05,"low-middle"
"306",3,"bau","coacch","tto",8.3285164923393e-05,15073.1552190958,0.000227217748522541,"high"
"307",3,"bau","coacch","tun",0.000268808481260188,3628.22753290071,0.000465167530196084,"low-middle"
"308",3,"bau","coacch","tur",0.00483043674778896,9833.82149619493,0.00898305790436753,"middle"
"309",3,"bau","coacch","tza",0.00123841034103446,1101.91180139938,0.000727906460837805,"low-middle"
"310",3,"bau","coacch","uga",0.000822189551450101,838.013883127216,0.000424183441669911,"low"
"311",3,"bau","coacch","ukr",0.000924422093088319,3894.93356637465,0.00183308824311093,"low-middle"
"312",3,"bau","coacch","ury",0.000184427666601627,15796.5820258511,0.000591356677962571,"high"
"313",3,"bau","coacch","usa",0.0351332264196089,70428.3006835091,0.251079313114823,"high"
"314",3,"bau","coacch","uzb",0.000540988073323027,1964.30436853402,0.000736693312186285,"low-middle"
"315",3,"bau","coacch","vct",3.77901514410764e-06,8096.74746374239,9.67719368627718e-06,"middle"
"316",3,"bau","coacch","ven",0.00137240474833432,NA,NA,"low-middle"
"317",3,"bau","coacch","vnm",0.00652543754351702,3558.60331684075,0.0037524753178507,"low-middle"
"318",3,"bau","coacch","yem",0.000239726732616397,650.874643175514,0.00021317120159362,"low"
"319",3,"bau","coacch","zaf",0.00255642852210783,6443.16776835532,0.00415546104595652,"middle"
"320",3,"bau","coacch","zmb",0.000411956675735992,1038.19902264017,0.000210999527609679,"low"
"321",3,"bau","kalkuhl","afg",0.000116480104534998,485.052169550712,0.000207549931158937,"low"
"322",3,"bau","kalkuhl","ago",0.00108530305733466,1771.00873103867,0.000645528518883321,"low-middle"
"323",3,"bau","kalkuhl","alb",0.000103527725169747,6113.24042766111,0.000184628975694956,"middle"
"324",3,"bau","kalkuhl","are",0.00498655633527353,39013.5131624554,0.00418689704335332,"high"
"325",3,"bau","kalkuhl","arg",0.00266008691484343,10051.6825445888,0.00494597402697232,"middle"
"326",3,"bau","kalkuhl","arm",5.40438592275877e-05,4561.09251160587,0.000145417328370039,"middle"
"327",3,"bau","kalkuhl","aus",0.00415390528894263,56764.1945823702,0.0156940533280556,"high"
"328",3,"bau","kalkuhl","aut",0.000499395585960562,52205.9802920085,0.00502241416939877,"high"
